21-143	AbramÛw
10-040	Olsztyn
10-041	Olsztyn
10-042	Olsztyn
10-043	Olsztyn
10-044	Olsztyn
10-045	Olsztyn
10-046	Olsztyn
10-047	Olsztyn
10-048	Olsztyn
10-049	Olsztyn
10-050	Olsztyn
10-051	Olsztyn
10-052	Olsztyn
10-053	Olsztyn
10-054	Olsztyn
10-055	Olsztyn
10-056	Olsztyn
10-057	Olsztyn
10-059	Olsztyn
10-061	Olsztyn
10-062	Olsztyn
10-063	Olsztyn
10-064	Olsztyn
10-065	Olsztyn
10-066	Olsztyn
10-067	Olsztyn
10-068	Olsztyn
10-069	Olsztyn
10-070	Olsztyn
10-072	Olsztyn
10-073	Olsztyn
10-074	Olsztyn
10-075	Olsztyn
10-076	Olsztyn
10-077	Olsztyn
10-078	Olsztyn
10-079	Olsztyn
10-080	Olsztyn
10-081	Olsztyn
10-082	Olsztyn
10-083	Olsztyn
10-084	Olsztyn
10-085	Olsztyn
10-086	Olsztyn
10-087	Olsztyn
10-088	Olsztyn
10-089	Olsztyn
10-090	Olsztyn
10-092	Olsztyn
10-101	Olsztyn
10-102	Olsztyn
10-103	Olsztyn
10-104	Olsztyn
10-105	Olsztyn
10-106	Olsztyn
10-109	Olsztyn
10-110	Olsztyn
10-111	Olsztyn
10-112	Olsztyn
10-113	Olsztyn
10-114	Olsztyn
10-115	Olsztyn
10-116	Olsztyn
10-117	Olsztyn
10-118	Olsztyn
10-119	Olsztyn
10-120	Olsztyn
10-121	Olsztyn
10-123	Olsztyn
10-124	Olsztyn
10-125	Olsztyn
10-126	Olsztyn
10-127	Olsztyn
10-129	Olsztyn
10-130	Olsztyn
10-131	Olsztyn
10-132	Olsztyn
10-133	Olsztyn
10-135	Olsztyn
10-136	Olsztyn
10-137	Olsztyn
10-138	Olsztyn
10-139	Olsztyn
10-140	Olsztyn
10-141	Olsztyn
10-142	Olsztyn
10-144	Olsztyn
10-145	Olsztyn
10-147	Olsztyn
10-148	Olsztyn
10-149	Olsztyn
10-150	Olsztyn
10-151	Olsztyn
10-153	Olsztyn
10-154	Olsztyn
10-155	Olsztyn
10-156	Olsztyn
10-157	Olsztyn
10-158	Olsztyn
10-159	Olsztyn
10-160	Olsztyn
10-161	Olsztyn
10-162	Olsztyn
10-163	Olsztyn
10-164	Olsztyn
10-165	Olsztyn
10-166	Olsztyn
10-167	Olsztyn
10-168	Olsztyn
10-169	Olsztyn
10-170	Olsztyn
10-171	Olsztyn
10-172	Olsztyn
10-173	Olsztyn
10-174	Olsztyn
10-175	Olsztyn
10-176	Olsztyn
10-177	Olsztyn
10-178	Olsztyn
10-179	Olsztyn
10-180	Olsztyn
10-181	Olsztyn
10-182	Olsztyn
10-183	Olsztyn
10-184	Olsztyn
10-185	Olsztyn
10-186	Olsztyn
10-187	Olsztyn
10-188	Olsztyn
10-189	Olsztyn
10-190	Olsztyn
10-191	Olsztyn
10-201	Olsztyn
10-202	Olsztyn
10-203	Olsztyn
10-204	Olsztyn
10-205	Olsztyn
10-206	Olsztyn
10-207	Olsztyn
10-208	Olsztyn
10-209	Olsztyn
10-210	Olsztyn
10-211	Olsztyn
10-212	Olsztyn
10-213	Olsztyn
10-214	Olsztyn
10-215	Olsztyn
10-216	Olsztyn
10-217	Olsztyn
10-218	Olsztyn
10-219	Olsztyn
10-220	Olsztyn
10-221	Olsztyn
10-222	Olsztyn
10-223	Olsztyn
10-224	Olsztyn
10-225	Olsztyn
10-226	Olsztyn
10-227	Olsztyn
10-228	Olsztyn
10-229	Olsztyn
10-230	Olsztyn
10-232	Olsztyn
10-233	Olsztyn
10-234	Olsztyn
10-235	Olsztyn
10-236	Olsztyn
10-237	Olsztyn
10-238	Olsztyn
10-239	Olsztyn
10-240	Olsztyn
10-241	Olsztyn
10-242	Olsztyn
10-243	Olsztyn
10-244	Olsztyn
10-245	Olsztyn
10-246	Olsztyn
10-247	Olsztyn
10-248	Olsztyn
10-249	Olsztyn
10-250	Olsztyn
10-251	Olsztyn
10-252	Olsztyn
10-253	Olsztyn
10-254	Olsztyn
10-255	Olsztyn
10-256	Olsztyn
10-257	Olsztyn
10-258	Olsztyn
10-259	Olsztyn
10-260	Olsztyn
10-261	Olsztyn
10-262	Olsztyn
10-266	Olsztyn
10-267	Olsztyn
10-268	Olsztyn
10-269	Olsztyn
10-270	Olsztyn
10-271	Olsztyn
10-272	Olsztyn
10-273	Olsztyn
10-274	Olsztyn
10-275	Olsztyn
10-276	Olsztyn
10-277	Olsztyn
10-278	Olsztyn
10-279	Olsztyn
10-280	Olsztyn
10-281	Olsztyn
10-282	Olsztyn
10-283	Olsztyn
10-284	Olsztyn
10-285	Olsztyn
10-286	Olsztyn
10-287	Olsztyn
10-288	Olsztyn
10-290	Olsztyn
10-291	Olsztyn
10-292	Olsztyn
10-293	Olsztyn
10-294	Olsztyn
10-295	Olsztyn
10-301	Olsztyn
10-302	Olsztyn
10-303	Olsztyn
10-304	Olsztyn
10-305	Olsztyn
10-306	Olsztyn
10-307	Olsztyn
10-308	Olsztyn
10-309	Olsztyn
10-310	Olsztyn
10-313	Olsztyn
10-314	Olsztyn
10-315	Olsztyn
10-316	Olsztyn
10-319	Olsztyn
10-320	Olsztyn
10-321	Olsztyn
10-322	Olsztyn
10-323	Olsztyn
10-324	Olsztyn
10-325	Olsztyn
10-326	Olsztyn
10-327	Olsztyn
10-329	Olsztyn
10-330	Olsztyn
10-332	Olsztyn
10-333	Olsztyn
10-334	Olsztyn
10-335	Olsztyn
10-336	Olsztyn
10-337	Olsztyn
10-339	Olsztyn
10-340	Olsztyn
10-341	Olsztyn
10-342	Olsztyn
10-343	Olsztyn
10-345	Olsztyn
10-346	Olsztyn
10-347	Olsztyn
10-348	Olsztyn
10-349	Olsztyn
10-350	Olsztyn
10-351	Olsztyn
10-352	Olsztyn
10-353	Olsztyn
10-354	Olsztyn
10-355	Olsztyn
10-356	Olsztyn
10-357	Olsztyn
10-358	Olsztyn
10-359	Olsztyn
10-360	Olsztyn
10-361	Olsztyn
10-362	Olsztyn
10-363	Olsztyn
10-364	Olsztyn
10-365	Olsztyn
10-366	Olsztyn
10-367	Olsztyn
10-368	Olsztyn
10-369	Olsztyn
10-370	Olsztyn
10-371	Olsztyn
10-372	Olsztyn
10-373	Olsztyn
10-374	Olsztyn
10-375	Olsztyn
10-376	Olsztyn
10-377	Olsztyn
10-378	Olsztyn
10-379	Olsztyn
10-380	Olsztyn
10-381	Olsztyn
10-401	Olsztyn
10-402	Olsztyn
10-403	Olsztyn
10-404	Olsztyn
10-405	Olsztyn
10-406	Olsztyn
10-407	Olsztyn
10-408	Olsztyn
10-409	Olsztyn
10-410	Olsztyn
10-413	Olsztyn
10-414	Olsztyn
10-416	Olsztyn
10-417	Olsztyn
10-418	Olsztyn
10-419	Olsztyn
10-420	Olsztyn
10-421	Olsztyn
10-422	Olsztyn
10-423	Olsztyn
10-424	Olsztyn
10-425	Olsztyn
10-426	Olsztyn
10-427	Olsztyn
10-429	Olsztyn
10-430	Olsztyn
10-431	Olsztyn
10-432	Olsztyn
10-433	Olsztyn
10-434	Olsztyn
10-436	Olsztyn
10-437	Olsztyn
10-438	Olsztyn
10-442	Olsztyn
10-443	Olsztyn
10-444	Olsztyn
10-445	Olsztyn
10-446	Olsztyn
10-447	Olsztyn
10-448	Olsztyn
10-449	Olsztyn
10-450	Olsztyn
10-454	Olsztyn
10-455	Olsztyn
10-456	Olsztyn
10-457	Olsztyn
10-459	Olsztyn
10-460	Olsztyn
10-461	Olsztyn
10-462	Olsztyn
10-463	Olsztyn
10-464	Olsztyn
10-465	Olsztyn
10-467	Olsztyn
10-501	Olsztyn
10-502	Olsztyn
10-503	Olsztyn
10-504	Olsztyn
10-505	Olsztyn
10-506	Olsztyn
10-507	Olsztyn
10-508	Olsztyn
10-509	Olsztyn
10-510	Olsztyn
10-511	Olsztyn
10-512	Olsztyn
10-513	Olsztyn
10-514	Olsztyn
10-515	Olsztyn
10-516	Olsztyn
10-517	Olsztyn
10-518	Olsztyn
10-519	Olsztyn
10-520	Olsztyn
10-521	Olsztyn
10-522	Olsztyn
10-523	Olsztyn
10-524	Olsztyn
10-525	Olsztyn
10-526	Olsztyn
10-527	Olsztyn
10-528	Olsztyn
10-529	Olsztyn
10-530	Olsztyn
10-531	Olsztyn
10-532	Olsztyn
10-533	Olsztyn
10-534	Olsztyn
10-535	Olsztyn
10-536	Olsztyn
10-537	Olsztyn
10-538	Olsztyn
10-539	Olsztyn
10-540	Olsztyn
10-541	Olsztyn
10-542	Olsztyn
10-543	Olsztyn
10-544	Olsztyn
10-545	Olsztyn
10-546	Olsztyn
10-547	Olsztyn
10-548	Olsztyn
10-549	Olsztyn
10-550	Olsztyn
10-551	Olsztyn
10-552	Olsztyn
10-553	Olsztyn
10-554	Olsztyn
10-555	Olsztyn
10-556	Olsztyn
10-557	Olsztyn
10-558	Olsztyn
10-559	Olsztyn
10-560	Olsztyn
10-561	Olsztyn
10-562	Olsztyn
10-563	Olsztyn
10-564	Olsztyn
10-565	Olsztyn
10-566	Olsztyn
10-567	Olsztyn
10-572	Olsztyn
10-573	Olsztyn
10-574	Olsztyn
10-575	Olsztyn
10-576	Olsztyn
10-577	Olsztyn
10-578	Olsztyn
10-579	Olsztyn
10-581	Olsztyn
10-583	Olsztyn
10-584	Olsztyn
10-585	Olsztyn
10-586	Olsztyn
10-587	Olsztyn
10-588	Olsztyn
10-589	Olsztyn
10-600	Olsztyn
10-601	Olsztyn
10-602	Olsztyn
10-603	Olsztyn
10-604	Olsztyn
10-605	Olsztyn
10-606	Olsztyn
10-607	Olsztyn
10-608	Olsztyn
10-609	Olsztyn
10-610	Olsztyn
10-611	Olsztyn
10-612	Olsztyn
10-613	Olsztyn
10-614	Olsztyn
10-615	Olsztyn
10-616	Olsztyn
10-617	Olsztyn
10-619	Olsztyn
10-620	Olsztyn
10-621	Olsztyn
10-622	Olsztyn
10-623	Olsztyn
10-624	Olsztyn
10-625	Olsztyn
10-626	Olsztyn
10-627	Olsztyn
10-628	Olsztyn
10-629	Olsztyn
10-630	Olsztyn
10-631	Olsztyn
10-632	Olsztyn
10-633	Olsztyn
10-634	Olsztyn
10-635	Olsztyn
10-636	Olsztyn
10-637	Olsztyn
10-638	Olsztyn
10-639	Olsztyn
10-640	Olsztyn
10-641	Olsztyn
10-642	Olsztyn
10-643	Olsztyn
10-644	Olsztyn
10-645	Olsztyn
10-646	Olsztyn
10-647	Olsztyn
10-648	Olsztyn
10-649	Olsztyn
10-650	Olsztyn
10-651	Olsztyn
10-652	Olsztyn
10-653	Olsztyn
10-654	Olsztyn
10-655	Olsztyn
10-656	Olsztyn
10-657	Olsztyn
10-658	Olsztyn
10-659	Olsztyn
10-660	Olsztyn
10-661	Olsztyn
10-662	Olsztyn
10-663	Olsztyn
10-664	Olsztyn
10-665	Olsztyn
10-666	Olsztyn
10-667	Olsztyn
10-668	Olsztyn
10-669	Olsztyn
10-670	Olsztyn
10-672	Olsztyn
10-673	Olsztyn
10-674	Olsztyn
10-675	Olsztyn
10-676	Olsztyn
10-677	Olsztyn
10-678	Olsztyn
10-679	Olsztyn
10-680	Olsztyn
10-681	Olsztyn
10-682	Olsztyn
10-683	Olsztyn
10-684	Olsztyn
10-685	Olsztyn
10-686	Olsztyn
10-687	Olsztyn
10-688	Olsztyn
10-689	Olsztyn
10-690	Olsztyn
10-691	Olsztyn
10-692	Olsztyn
10-693	Olsztyn
10-699	Olsztyn
10-701	Olsztyn
10-702	Olsztyn
10-705	Olsztyn
10-706	Olsztyn
10-707	Olsztyn
10-708	Olsztyn
10-709	Olsztyn
10-710	Olsztyn
10-718	Olsztyn
10-719	Olsztyn
10-720	Olsztyn
10-721	Olsztyn
10-722	Olsztyn
10-723	Olsztyn
10-724	Olsztyn
10-725	Olsztyn
10-726	Olsztyn
10-727	Olsztyn
10-747	Olsztyn
10-748	Olsztyn
10-749	Olsztyn
10-750	Olsztyn
10-751	Olsztyn
10-752	Olsztyn
10-753	Olsztyn
10-754	Olsztyn
10-755	Olsztyn
10-756	Olsztyn
10-757	Olsztyn
10-758	Olsztyn
10-759	Olsztyn
10-760	Olsztyn
10-761	Olsztyn
10-762	Olsztyn
10-763	Olsztyn
10-764	Olsztyn
10-766	Olsztyn
10-801	Olsztyn
10-802	Olsztyn
10-804	Olsztyn
10-805	Olsztyn
10-806	Olsztyn
10-807	Olsztyn
10-808	Olsztyn
10-809	Olsztyn
10-810	Olsztyn
10-811	Olsztyn
10-812	Olsztyn
10-813	Olsztyn
10-814	Olsztyn
10-815	Olsztyn
10-816	Olsztyn
10-817	Olsztyn
10-818	Olsztyn
10-819	Olsztyn
10-822	Olsztyn
10-823	Olsztyn
10-824	Olsztyn
10-825	Olsztyn
10-828	Olsztyn
10-829	Olsztyn
10-830	Olsztyn
10-831	Olsztyn
10-832	Olsztyn
10-833	Olsztyn
10-834	Olsztyn
10-835	Olsztyn
10-836	Olsztyn
10-837	Olsztyn
10-838	Olsztyn
10-839	Olsztyn
10-840	Olsztyn
10-841	Olsztyn
10-842	Olsztyn
10-843	Olsztyn
10-844	Olsztyn
10-845	Olsztyn
10-846	Olsztyn
10-847	Olsztyn
10-848	Olsztyn
10-849	Olsztyn
10-850	Olsztyn
10-851	Olsztyn
10-852	Olsztyn
10-853	Olsztyn
10-854	Olsztyn
10-855	Olsztyn
10-856	Olsztyn
10-857	Olsztyn
10-858	Olsztyn
10-859	Olsztyn
10-860	Olsztyn
10-861	Olsztyn
10-862	Olsztyn
10-900	Olsztyn
10-940	Olsztyn
10-941	Olsztyn
10-950	Olsztyn
10-954	Olsztyn
10-959	Olsztyn
11-001	Dywity
11-001	Olsztyn
11-041	Olsztyn
42-256	Olsztyn
42-256	Olsztyn k. CzÍstochowy
10-192	Olsztyn
10-696	Olsztyn
10-765	Olsztyn
11-015	Olsztynek
11-016	Kurki
11-016	Kurki k. OstrÛdy
11-017	Waplewo
13-108	Waplewo
14-132	MaÒki
14-132	MaÒki k. OstrÛdy
59-811	Biedrzychowice
59-811	Biedrzychowice k. Lubania ålπskiego
59-830	Olszyna
59-830	Olszyna LubaÒska
55-200	O≥awa
55-205	Bystrzyca
55-205	Bystrzyca k. O≥awy
55-242	Marcinkowice
64-330	Opalenica
64-331	Dakowy Mokre
28-504	KrzczonÛw
28-504	KrzczonÛw k. PiÒczowa
28-520	Opatowiec
27-500	OpatÛw
27-500	OpatÛw Kielecki
42-151	WaleÒczÛw
42-152	OpatÛw
42-152	OpatÛw CzÍstochowski
62-841	Rajsko
62-860	OpatÛwek
06-404	Wola Wierzbowska
06-406	OpinogÛra
06-406	OpinogÛra GÛrna
06-407	Ko≥aczkÛw
26-300	Opoczno
26-305	MroczkÛw Goúcinny
26-313	Kraúnica
45-000	Opole
45-001	Opole
45-002	Opole
45-003	Opole
45-004	Opole
45-005	Opole
45-006	Opole
45-007	Opole
45-009	Opole
45-010	Opole
45-011	Opole
45-012	Opole
45-013	Opole
45-015	Opole
45-016	Opole
45-017	Opole
45-018	Opole
45-019	Opole
45-020	Opole
45-021	Opole
45-022	Opole
45-023	Opole
45-024	Opole
45-025	Opole
45-026	Opole
45-027	Opole
45-030	Opole
45-031	Opole
45-032	Opole
45-033	Opole
45-034	Opole
45-035	Opole
45-036	Opole
45-037	Opole
45-038	Opole
45-039	Opole
45-040	Opole
45-044	Opole
45-045	Opole
45-046	Opole
45-047	Opole
45-048	Opole
45-049	Opole
45-050	Opole
45-051	Opole
45-052	Opole
45-053	Opole
45-054	Opole
45-055	Opole
45-056	Opole
45-057	Opole
45-058	Opole
45-059	Opole
45-061	Opole
45-062	Opole
45-063	Opole
45-064	Opole
45-065	Opole
45-066	Opole
45-067	Opole
45-068	Opole
45-069	Opole
45-070	Opole
45-071	Opole
45-072	Opole
45-073	Opole
45-075	Opole
45-076	Opole
45-077	Opole
45-078	Opole
45-079	Opole
45-080	Opole
45-081	Opole
45-082	Opole
45-083	Opole
45-084	Opole
45-085	Opole
45-086	Opole
45-087	Opole
45-088	Opole
45-089	Opole
45-090	Opole
45-091	Opole
45-092	Opole
45-094	Opole
45-109	Opole
45-110	Opole
45-111	Opole
45-112	Opole
45-113	Opole
45-114	Opole
45-115	Opole
45-116	Opole
45-117	Opole
45-118	Opole
45-119	Opole
45-121	Opole
45-122	Opole
45-123	Opole
45-124	Opole
45-125	Opole
45-126	Opole
45-127	Opole
45-128	Opole
45-129	Opole
45-130	Opole
45-131	Opole
45-132	Opole
45-133	Opole
45-134	Opole
45-135	Opole
45-136	Opole
45-137	Opole
45-138	Opole
45-139	Opole
45-141	Opole
45-142	Opole
45-143	Opole
45-144	Opole
45-145	Opole
45-202	Opole
45-205	Opole
45-215	Opole
45-217	Opole
45-218	Opole
45-219	Opole
45-220	Opole
45-221	Opole
45-222	Opole
45-223	Opole
45-224	Opole
45-225	Opole
45-226	Opole
45-227	Opole
45-228	Opole
45-229	Opole
45-230	Opole
45-231	Opole
45-232	Opole
45-233	Opole
45-234	Opole
45-235	Opole
45-236	Opole
45-237	Opole
45-238	Opole
45-239	Opole
45-240	Opole
45-241	Opole
45-254	Opole
45-256	Opole
45-265	Opole
45-266	Opole
45-267	Opole
45-268	Opole
45-269	Opole
45-271	Opole
45-272	Opole
45-273	Opole
45-282	Opole
45-283	Opole
45-284	Opole
45-285	Opole
45-286	Opole
45-287	Opole
45-288	Opole
45-290	Opole
45-291	Opole
45-301	Opole
45-302	Opole
45-303	Opole
45-304	Opole
45-305	Opole
45-306	Opole
45-307	Opole
45-308	Opole
45-309	Opole
45-310	Opole
45-311	Opole
45-312	Opole
45-313	Opole
45-314	Opole
45-315	Opole
45-316	Opole
45-317	Opole
45-318	Opole
45-319	Opole
45-320	Opole
45-321	Opole
45-323	Opole
45-324	Opole
45-325	Opole
45-326	Opole
45-327	Opole
45-329	Opole
45-331	Opole
45-332	Opole
45-339	Opole
45-340	Opole
45-342	Opole
45-344	Opole
45-346	Opole
45-347	Opole
45-348	Opole
45-349	Opole
45-350	Opole
45-351	Opole
45-352	Opole
45-353	Opole
45-354	Opole
45-355	Opole
45-356	Opole
45-357	Opole
45-358	Opole
45-359	Opole
45-360	Opole
45-361	Opole
45-362	Opole
45-363	Opole
45-364	Opole
45-365	Opole
45-367	Opole
45-368	Opole
45-370	Opole
45-371	Opole
45-372	Opole
45-401	Opole
45-402	Opole
45-403	Opole
45-405	Opole
45-406	Opole
45-407	Opole
45-408	Opole
45-409	Opole
45-410	Opole
45-411	Opole
45-413	Opole
45-414	Opole
45-415	Opole
45-416	Opole
45-417	Opole
45-418	Opole
45-419	Opole
45-420	Opole
45-424	Opole
45-425	Opole
45-427	Opole
45-428	Opole
45-429	Opole
45-430	Opole
45-431	Opole
45-432	Opole
45-433	Opole
45-434	Opole
45-435	Opole
45-436	Opole
45-437	Opole
45-438	Opole
45-439	Opole
45-440	Opole
45-441	Opole
45-442	Opole
45-443	Opole
45-446	Opole
45-449	Opole
45-459	Opole
45-460	Opole
45-461	Opole
45-462	Opole
45-463	Opole
45-464	Opole
45-465	Opole
45-466	Opole
45-467	Opole
45-468	Opole
45-470	Opole
45-471	Opole
45-472	Opole
45-473	Opole
45-474	Opole
45-475	Opole
45-476	Opole
45-477	Opole
45-478	Opole
45-512	Opole
45-513	Opole
45-515	Opole
45-516	Opole
45-517	Opole
45-518	Opole
45-519	Opole
45-520	Opole
45-521	Opole
45-522	Opole
45-523	Opole
45-524	Opole
45-525	Opole
45-526	Opole
45-527	Opole
45-528	Opole
45-529	Opole
45-530	Opole
45-531	Opole
45-532	Opole
45-533	Opole
45-534	Opole
45-535	Opole
45-536	Opole
45-542	Opole
45-543	Opole
45-550	Opole
45-551	Opole
45-552	Opole
45-553	Opole
45-554	Opole
45-555	Opole
45-556	Opole
45-557	Opole
45-558	Opole
45-559	Opole
45-560	Opole
45-561	Opole
45-562	Opole
45-563	Opole
45-564	Opole
45-565	Opole
45-568	Opole
45-569	Opole
45-570	Opole
45-571	Opole
45-572	Opole
45-573	Opole
45-574	Opole
45-575	Opole
45-577	Opole
45-578	Opole
45-580	Opole
45-586	Opole
45-587	Opole
45-588	Opole
45-590	Opole
45-591	Opole
45-592	Opole
45-593	Opole
45-594	Opole
45-601	Opole
45-602	Opole
45-612	Opole
45-618	Opole
45-622	Opole
45-623	Opole
45-624	Opole
45-625	Opole
45-626	Opole
45-627	Opole
45-628	Opole
45-631	Opole
45-632	Opole
45-633	Opole
45-634	Opole
45-635	Opole
45-636	Opole
45-638	Opole
45-639	Opole
45-640	Opole
45-641	Opole
45-643	Opole
45-644	Opole
45-645	Opole
45-646	Opole
45-647	Opole
45-648	Opole
45-649	Opole
45-650	Opole
45-651	Opole
45-652	Opole
45-653	Opole
45-654	Opole
45-655	Opole
45-656	Opole
45-660	Opole
45-661	Opole
45-662	Opole
45-663	Opole
45-665	Opole
45-667	Opole
45-668	Opole
45-669	Opole
45-670	Opole
45-671	Opole
45-675	Opole
45-676	Opole
45-677	Opole
45-678	Opole
45-679	Opole
45-680	Opole
45-681	Opole
45-682	Opole
45-683	Opole
45-684	Opole
45-685	Opole
45-686	Opole
45-687	Opole
45-688	Opole
45-701	Opole
45-702	Opole
45-703	Opole
45-704	Opole
45-705	Opole
45-706	Opole
45-707	Opole
45-708	Opole
45-709	Opole
45-710	Opole
45-711	Opole
45-712	Opole
45-713	Opole
45-714	Opole
45-715	Opole
45-716	Opole
45-718	Opole
45-720	Opole
45-721	Opole
45-722	Opole
45-723	Opole
45-724	Opole
45-725	Opole
45-726	Opole
45-732	Opole
45-734	Opole
45-740	Opole
45-751	Opole
45-752	Opole
45-753	Opole
45-754	Opole
45-755	Opole
45-756	Opole
45-757	Opole
45-758	Opole
45-759	Opole
45-760	Opole
45-761	Opole
45-762	Opole
45-763	Opole
45-765	Opole
45-766	Opole
45-767	Opole
45-771	Opole
45-772	Opole
45-773	Opole
45-774	Opole
45-776	Opole
45-789	Opole
45-801	Opole
45-802	Opole
45-803	Opole
45-804	Opole
45-805	Opole
45-809	Opole
45-811	Opole
45-814	Opole
45-815	Opole
45-819	Opole
45-820	Opole
45-822	Opole
45-823	Opole
45-824	Opole
45-825	Opole
45-826	Opole
45-827	Opole
45-828	Opole
45-829	Opole
45-830	Opole
45-831	Opole
45-832	Opole
45-833	Opole
45-834	Opole
45-835	Opole
45-836	Opole
45-837	Opole
45-838	Opole
45-839	Opole
45-840	Opole
45-841	Opole
45-842	Opole
45-843	Opole
45-850	Opole
45-851	Opole
45-852	Opole
45-853	Opole
45-854	Opole
45-855	Opole
45-856	Opole
45-857	Opole
45-858	Opole
45-859	Opole
45-860	Opole
45-861	Opole
45-862	Opole
45-863	Opole
45-864	Opole
45-865	Opole
45-867	Opole
45-873	Opole
45-950	Opole
45-951	Opole
45-952	Opole
45-954	Opole
45-955	Opole
47-370	Opole
46-020	Opole
24-300	JÛzefÛw
24-300	Opole Lubelskie
24-325	SkokÛw
24-333	Wrzelowiec
24-334	Wandalin
99-322	OporÛw
99-322	OporÛw k. Kutna
99-323	Mnich
99-323	Mnich k. Kutna
62-436	Orchowo
17-106	Orla
17-106	Orla na Podlasiu
17-136	Gregorowce
37-714	Wac≥awice
37-716	Or≥y
37-717	Kaszyce
37-717	Kaszyce k. Jaros≥awia
11-130	Orneta
11-131	Baøyny
14-510	Orneta
14-512	Baøyny
14-524	Henrykowo
14-524	Henrykowo k. Braniewa
43-178	Ornontowice
44-176	Ornontowice
26-505	OroÒsko
26-681	OroÒsko
43-180	Orzesze
43-183	Orzesze
43-186	Orzesze
43-187	Orzesze
43-188	Orzesze
11-525	Orzysz
12-250	Orzysz
12-253	Klusy
86-150	Osie
86-151	TleÒ
08-445	Osieck
64-113	Osieczna
64-113	Osieczna k. Leszna
64-121	Kπkolewo
64-121	Kπkolewo k. Leszna
83-242	Osieczna
83-242	Osieczna k. Czerska
83-243	Szlachta
59-723	Parowa
59-724	Osiecznica
59-724	Osiecznica k. Boles≥awca ålπskiego
59-725	£awszowa
59-726	åwiÍtoszÛw
28-221	Osiek
28-221	Osiek k. Staszowa
28-222	Struøki
28-225	Szyd≥Ûw
28-225	Szyd≥Ûw k. Staszowa
32-608	Osiek
32-608	Osiek k. OúwiÍcimia
83-221	Osiek
83-221	Osiek k. SkÛrcza
83-223	Kasparus
87-340	Osiek
87-341	Strzygi
38-223	Osiek Jasielski
62-613	Osiek Ma≥y
86-021	Maksymilianowo
86-031	Osielsko
86-032	Niemcz
88-220	OsiÍciny
72-221	Osina
72-221	Osina k. Nowogardu
98-320	OsjakÛw
82-112	Ostaszewo
82-112	Ostaszewo GdaÒskie
07-400	Ostro≥Íka
07-401	Ostro≥Íka
07-409	Ostro≥Íka
07-410	Ostro≥Íka
07-412	Ostro≥Íka
07-413	Ostro≥Íka
07-417	Ostro≥Íka
64-560	OstrorÛg
78-506	Ostrowice
78-506	Ostrowice k. Drawska Pomorskiego
78-523	Nowe Worowo
27-400	Ostrowiec åwiÍtokrzyski
62-402	Ostrowite
62-402	Ostrowite k. S≥upcy
62-403	GiewartÛw
14-100	OstrÛda
14-106	Szyldak
14-123	Wygoda
14-124	Pietrzwa≥d
14-125	Brzydowo
14-125	Brzydowo k. OstrÛdy
14-126	Reszki
14-133	Stare Jab≥onki
14-134	Samborowo
39-103	OstrÛw
39-103	OstrÛw k. DÍbicy
39-104	Ocieka
39-122	Kamionka
39-122	Kamionka k. DÍbicy
21-110	OstrÛw Lubelski
21-112	Rozkopaczew
07-300	OstrÛw Mazowiecka
07-302	Jelonki
07-302	Jelonki k. Ostrowi Mazowieckiej
07-304	Jasienica Mazowiecka
07-310	OstrÛw Mazowiecka
55-051	SobÛtka
55-051	SobÛtka k. Wroc≥awia
63-400	OstrÛw Wielkopolski
63-410	OstrÛw Wielkopolski
63-441	Biniew
63-450	SobÛtka
63-450	SobÛtka k. Ostrowa Wielkopolskiego
63-462	CzekanÛw
63-463	Gorzyce Wielkie
63-464	Daniszyn
21-101	Leszkowice
21-102	OstrÛwek
21-102	OstrÛwek k. Lubartowa
21-138	Tarkawica
98-311	OstrÛwek
98-311	OstrÛwek k. Wielunia
98-312	Wielgie
98-312	Wielgie k. Wielunia
63-500	OstrzeszÛw
63-504	SiedlikÛw
63-506	Koch≥owy
63-509	Szklarka Przygodzicka
69-214	SmogÛry
69-220	Oúno Lubuskie
32-600	OúwiÍcim
32-601	OúwiÍcim
32-602	OúwiÍcim
32-603	OúwiÍcim
32-606	OúwiÍcim
32-610	OúwiÍcim
32-615	Grojec
32-642	W≥osienica
48-358	Jarno≥tÛw
48-364	Ka≥kÛw
48-385	OtmuchÛw
48-389	Maciejowice
48-389	Maciejowice k. Grodkowa
05-400	Otwock
05-402	Otwock
67-105	Niedoradz
67-106	OtyÒ
46-040	Ozimek
46-041	Grodziec
46-041	Grodziec k. Opola
46-042	Szczedrzyk
46-043	Dylaki
95-035	OzorkÛw
95-038	Solca Wielka
95-039	Sokolniki
95-039	OzorkÛw
95-044	Leúmierz
41-960	Oøarowice
41-962	Tπpkowice
42-624	Tπpkowice
42-625	Oøarowice
27-521	Jakubowice
27-530	OøarÛw
27-530	OøarÛw k. Opatowa Kieleckiego
27-531	Lasocin
27-621	Jakubowice
05-850	OøarÛw Mazowiecki
05-860	JÛzefÛw
05-860	JÛzefÛw k. B≥onia
05-860	P≥ochocin
95-200	Pabianice
28-133	PacanÛw
28-134	Rataje
28-151	BiechÛw
09-541	Pacyna
09-543	Skrzeszewy
09-543	Skrzeszewy k. Gostynina
48-367	Trzeboszowice
48-368	DziewiÍtlice
48-370	PaczkÛw
48-375	Kamienica Nyska
39-340	Padew Narodowa
39-341	Zaduszniki
39-341	Zaduszniki k. Mielca
39-453	Padew Narodowa
39-454	Zaduszniki
